# started on Tue Apr 28 14:14:53 2026

439122696874,,task-clock,439122696874,100.00,3.969,CPUs utilized
2062326793833,,cycles,274448701374,62.00,4.696,GHz
1833100653901,,instructions,274453473076,62.00,0.89,insn per cycle
267619190642,,branches,274455779748,62.00,609.441,M/sec
2036989908,,branch-misses,274449604887,62.00,0.76,of all branches
122779667193,,cache-references,274452990820,62.00,279.602,M/sec
20093702940,,cache-misses,274455977060,62.00,16.37,of all cache refs
832868159370,,L1-dcache-loads,274455560206,62.00,1.897,G/sec
68005555768,,L1-dcache-load-misses,274441397199,62.00,8.17,of all L1-dcache accesses
